datetime,open,high,low,close,volume,,
06-01-2018 21:30,16550.04,16982,16501.75,16892.24,829.667165,,
06-01-2018 22:30,16892.23,16940,16713.11,16889.93,758.742108,,
06-01-2018 23:30,16854.03,16929.99,16582.98,16769.89,780.126895,,
07-01-2018 00:30,16775,16839.15,16612.19,16770.01,837.151453,,
07-01-2018 01:30,16770.01,16877.18,16707.26,16784,537.793754,,
07-01-2018 02:30,16806.99,16840.34,16612.18,16790.99,729.948339,,
07-01-2018 03:30,16790.99,17132.18,16790,16975,839.510079,,
07-01-2018 04:30,16975.01,17143.13,16975,17069.79,639.864961,,
07-01-2018 05:30,17069.79,17099.96,16800,17009.09,723.097184,,
07-01-2018 06:30,16950.04,17017.77,16792.01,16951.02,786.542762,,
07-01-2018 07:30,16951.02,16967.97,16711,16742.94,811.636768,,
07-01-2018 08:30,16742.94,16800,16605.01,16740.68,833.027889,,
07-01-2018 09:30,16727.93,16740.66,16400,16546.93,775.910726,,
07-01-2018 10:30,16547.59,16744.94,16500,16564,698.237458,,
07-01-2018 11:30,16564,16683.44,16400,16417.05,721.569884,,
07-01-2018 12:30,16418,16749.98,16409.71,16746.99,577.84518,,
07-01-2018 13:30,16747,16886.75,16695.66,16719.02,640.796589,,
07-01-2018 14:30,16719.01,16800,16579.33,16690.06,443.503664,,
07-01-2018 15:30,16690.06,16814.72,16633.16,16739,215.643791,,
07-01-2018 16:30,16738.99,16780.96,16560.02,16607,175.762476,,
07-01-2018 17:30,16611,16649.05,16480,16500,257.126876,,
07-01-2018 18:30,16537.98,16550.98,16300,16386,359.77685,,
07-01-2018 19:30,16386,16592,16376.99,16520.02,271.768469,,
07-01-2018 20:30,16520.02,16568.36,16400.47,16439.65,324.37927,,
07-01-2018 21:30,16439.64,16474.87,15750,15999.99,834.594917,,
07-01-2018 22:30,16000,16287.3,15715.06,15800.01,914.068253,,
07-01-2018 23:30,15800.01,16099.99,15610,16019.25,734.469015,,
08-01-2018 00:30,16020.58,16199.96,15920,16100.9,295.322998,,
08-01-2018 01:30,16100.9,16198.99,15872.07,16145.01,311.773627,,
08-01-2018 02:30,16145.01,16299.95,16108,16198.99,220.148967,,
08-01-2018 03:30,16198.99,16500,16000.94,16446,265.042205,,
08-01-2018 04:30,16446,16461.28,16126.85,16150.03,301.07974,,
08-01-2018 05:30,16218.85,16322.3,15908.06,15948.96,581.369323,,
08-01-2018 06:30,15941.93,16001.8,15655,15850.07,878.804115,,
08-01-2018 07:30,15850.08,16100,15830.01,16037.38,765.781916,,
08-01-2018 08:30,16030.01,16031.99,15514.99,15670.37,948.18878,,
08-01-2018 09:30,15632.48,15840,15510,15641.01,638.906874,,
08-01-2018 10:30,15641.01,15899.99,15476,15768.71,821.479933,,
08-01-2018 11:30,15768.71,15828.5,15639.64,15757.27,782.811957,,
08-01-2018 12:30,15752.7,15921.68,15752.69,15865,814.233803,,
08-01-2018 13:30,15864.99,15869.97,15355.01,15477.74,776.730486,,
08-01-2018 14:30,15471,15520,14619,14650,1812.077172,,
08-01-2018 15:30,14650,15183.59,14551,15183.59,1376.251498,,
08-01-2018 16:30,15183.59,15468.12,15160.03,15400,938.8521,,
08-01-2018 17:30,15414,15499,15235,15348,766.948091,,
08-01-2018 18:30,15348.52,15463.99,14444,14609.88,1408.745552,,
08-01-2018 19:30,14659.88,14693.01,13155,13489.95,2512.360318,,
08-01-2018 20:30,13489.95,14700,12812,14299.98,4047.595,,
08-01-2018 21:30,14297.9,14966.51,14238.32,14839.78,1684.153594,,
08-01-2018 22:30,14819.43,14933,14339.78,14699.95,1220.080175,,
08-01-2018 23:30,14739.8,15100,14580.22,14900,723.505895,,
09-01-2018 00:30,14900,15247.33,14781.99,15196.55,516.53504,,
09-01-2018 01:30,15196.56,15270.99,14527.08,14899.7,835.157357,,
09-01-2018 02:30,14899.7,15099,14758.96,14888.97,357.169686,,
09-01-2018 03:30,14889.3,14920,14480,14580,692.058431,,
09-01-2018 04:30,14564.09,15000,14392.32,14902.54,700.812816,,
09-01-2018 05:30,14902.54,15290,14811,15245.89,629.83399,,
09-01-2018 06:30,15245.89,15320,14701,15240.24,689.518478,,
09-01-2018 07:30,15242.34,15302,15067.62,15216.3,451.618264,,
09-01-2018 08:30,15222.11,15500,15053.22,15210,496.7602,,
09-01-2018 09:30,15186.53,15397,15110.46,15349,328.505784,,
09-01-2018 10:30,15349,15360,14670,14880,745.572239,,
09-01-2018 11:30,14880,14993.17,14601,14845.27,660.538131,,
09-01-2018 12:30,14845.26,15150,14840.29,15062.28,360.08061,,
09-01-2018 13:30,15062.28,15300,15000,15190.56,330.36536,,
09-01-2018 14:30,15190.56,15199,14766,14811,390.22899,,
09-01-2018 15:30,14802.01,14816.1,14170.33,14500,1244.813107,,
09-01-2018 16:30,14500,14800,14382,14726,587.911186,,
09-01-2018 17:30,14726,14829.98,14401,14659.57,597.657793,,
09-01-2018 18:30,14650,14700,14011.05,14041.03,1156.79025,,
09-01-2018 19:30,14072.87,14640.99,14064.13,14560.48,1087.916231,,
09-01-2018 20:30,14551.42,14800,14485,14654.96,664.173421,,
09-01-2018 21:30,14655.01,14998.62,14585.01,14951.01,508.127496,,
09-01-2018 22:30,14968,14982,14778.47,14949.98,359.334537,,
09-01-2018 23:30,14949.98,14990,14799.01,14803.44,291.787757,,
10-01-2018 00:30,14803.46,14863.93,14650,14717.82,399.711358,,
10-01-2018 01:30,14717.82,14861.56,14600,14755.03,393.305328,,
10-01-2018 02:30,14755.33,14780,14420,14462.81,425.531853,,
10-01-2018 03:30,14452,14536.36,14182.84,14254.92,714.207127,,
10-01-2018 04:30,14234.7,14454.95,14125,14400,800.714763,,
10-01-2018 05:30,14401,14480,13750,13989.04,1151.731682,,
10-01-2018 06:30,13989.04,14327.94,13945.9,14121.58,647.904981,,
10-01-2018 07:30,14120,14300,14061.42,14226.99,421.451308,,
10-01-2018 08:30,14211,14300.01,13950,13964.05,602.167204,,
10-01-2018 09:30,13980,14323,13866.66,14240.88,759.187875,,
10-01-2018 10:30,14240.88,14255.32,13924.05,14136.72,730.701129,,
10-01-2018 11:30,14136.77,14349.99,14034.31,14219.61,506.310346,,
10-01-2018 12:30,14219.61,14262.33,13855,13979,740.318537,,
10-01-2018 13:30,13978.95,13979,13131.31,13394,2131.528444,,
10-01-2018 14:30,13394,13877.67,13329.96,13754.38,1130.836641,,
10-01-2018 15:30,13750.6,13879.99,13485.09,13692.21,895.464459,,
10-01-2018 16:30,13735.96,14128.3,13650,13919.08,763.192245,,
10-01-2018 17:30,13919.09,13965,13710,13761.15,616.622062,,
10-01-2018 18:30,13761.17,14100,13639.06,13861.94,576.261177,,
10-01-2018 19:30,13813.1,13939.43,13500,13630,810.804362,,
10-01-2018 20:30,13600.56,14490,13600.56,14399.95,1217.362056,,
10-01-2018 21:30,14399.95,14698.12,14360.11,14412.19,950.79266,,
10-01-2018 22:30,14424.51,14599.91,14270.97,14567.51,490.576202,,
10-01-2018 23:30,14550,14735.43,14380,14548.32,440.541552,,
11-01-2018 00:30,14548.32,14549.95,14172.95,14349.98,356.262305,,
11-01-2018 01:30,14349.98,14535.99,14240,14480.16,296.783093,,
11-01-2018 02:30,14480.16,14589.99,14420.03,14515,313.881121,,
11-01-2018 03:30,14500,14579.99,14251,14500,425.009387,,
11-01-2018 04:30,14488.77,14955.66,14404.96,14907.09,435.310827,,
11-01-2018 05:30,14940,14968.68,14513.11,14567.04,559.031691,,
11-01-2018 06:30,14573.99,14624.12,14295,14427.87,552.907834,,
11-01-2018 07:30,14377.94,14505.02,14065,14137.32,487.294801,,
11-01-2018 08:30,14137.32,14147.91,12613,12920,3381.173271,,
11-01-2018 09:30,12911.92,13480,11400,13108.2,6085.367316,,
11-01-2018 10:30,13117.99,13613.81,12602,12868.84,3523.58284,,
11-01-2018 11:30,12868.84,13499.99,12780.03,13188.02,1895.062316,,
11-01-2018 12:30,13228.66,13631.98,13000.81,13530.42,1364.41337,,
11-01-2018 13:30,13530.42,13868.37,13530.42,13656.49,1027.997033,,
11-01-2018 14:30,13656,13896.7,13300,13425.24,777.257475,,
11-01-2018 15:30,13425.25,13569.64,13209.99,13254.31,643.250101,,
11-01-2018 16:30,13254.31,13504.85,13041,13385.1,1231.727162,,
11-01-2018 17:30,13385.1,13942.45,13282.13,13803,1048.002392,,
11-01-2018 18:30,13803,13939,13628.01,13754.95,992.273766,,
11-01-2018 19:30,13754.95,14141,13680.83,14100,1103.789204,,
11-01-2018 20:30,14070.07,14400,13862,13958.08,1297.4281,,
11-01-2018 21:30,13950.05,14190,13907,13949.26,656.4901,,
11-01-2018 22:30,13949.26,13966.63,13609.19,13650.01,783.985153,,
11-01-2018 23:30,13650.01,13849.99,13620,13661.5,645.060283,,
12-01-2018 00:30,13661.35,13772.52,13205.58,13430.16,703.993324,,
12-01-2018 01:30,13400,13655.92,13050.06,13400,852.382387,,
12-01-2018 02:30,13405,13434.56,13008,13379.51,915.885084,,
12-01-2018 03:30,13379.51,13459,12816.94,12975.99,1077.485523,,
12-01-2018 04:30,12975.99,13400,12511,13238.78,1948.883225,,
12-01-2018 05:30,13238.76,13238.76,12500,12974.12,1512.63777,,
12-01-2018 06:30,12964.89,13500,12906.27,13392.56,924.692877,,
12-01-2018 07:30,13392.56,13549.98,13228.01,13399.71,641.344154,,
12-01-2018 08:30,13373,13855,13349.81,13850,1093.028678,,
12-01-2018 09:30,13854.95,13880,13524.69,13770.53,680.426656,,
12-01-2018 10:30,13760.01,13850,13354.1,13550,709.097789,,
12-01-2018 11:30,13550,13875.4,13517.78,13861,683.003148,,
12-01-2018 12:30,13861,13966.63,13700,13722.04,806.940643,,
12-01-2018 13:30,13722.04,13770,13490,13650.99,600.936336,,
12-01-2018 14:30,13630.07,13670,13301.99,13476.03,507.0698,,
12-01-2018 15:30,13496.99,13977,13476.03,13941.22,610.208586,,
12-01-2018 16:30,13940,14109.78,13832.13,13900.02,714.759093,,
12-01-2018 17:30,13900.02,14059.48,13738.56,14039.63,498.458511,,
12-01-2018 18:30,14013.55,14047.99,13741.35,13811.74,568.811595,,
12-01-2018 19:30,13811.74,13872.99,13601,13824,591.4191,,
12-01-2018 20:30,13824,13850,13358.99,13411.79,983.004434,,
12-01-2018 21:30,13411.79,13600,13222,13365.03,1128.94006,,
12-01-2018 22:30,13370,13600,13250.32,13520.01,765.792875,,
12-01-2018 23:30,13520.06,13568.99,13350,13405.28,390.669897,,
13-01-2018 00:30,13379.69,13801.01,13350,13717,550.450245,,
13-01-2018 01:30,13717,13900,13625.08,13899.98,430.379554,,
13-01-2018 02:30,13880.01,13899.9,13700,13700.81,278.483004,,
13-01-2018 03:30,13714.99,13759.85,13510,13646.99,332.844667,,
13-01-2018 04:30,13646.98,13780.05,13600,13740.01,413.762665,,
13-01-2018 05:30,13749.95,14149,13706.15,14060.01,744.171115,,
13-01-2018 06:30,14033.36,14250,13958.95,14170.38,947.452357,,
13-01-2018 07:30,14184.97,14189.01,14059.48,14063.01,570.911835,,
13-01-2018 08:30,14062.99,14092.64,13820,14066,670.71543,,
13-01-2018 09:30,14065.99,14092.52,13948.42,14016.24,409.346207,,
13-01-2018 10:30,14016.23,14194.75,13999.04,14130,637.593085,,
13-01-2018 11:30,14148.81,14148.81,13948.41,14108.57,457.536108,,
13-01-2018 12:30,14102.19,14320,14049.99,14255.09,516.494585,,
13-01-2018 13:30,14250,14254,14071,14140,404.379679,,
13-01-2018 14:30,14135.02,14172.78,13974.94,14171.05,443.716737,,
13-01-2018 15:30,14150,14249.5,13981.07,14129.08,504.026766,,
13-01-2018 16:30,14130.04,14200,14011.36,14178,328.55635,,
13-01-2018 17:30,14166,14377.99,14143.22,14279,507.616754,,
13-01-2018 18:30,14279.01,14560,14270,14527.86,618.3789,,
13-01-2018 19:30,14520,14580,14254.99,14357.49,798.31177,,
13-01-2018 20:30,14357.49,14370.07,14083.55,14241.26,643.616188,,
13-01-2018 21:30,14257.84,14357,14150,14209,561.583739,,
13-01-2018 22:30,14200,14329.92,14141.01,14318,453.145899,,
13-01-2018 23:30,14318,14350,14186,14259.37,466.659231,,
14-01-2018 00:30,14259.37,14270.27,13923.18,14089.34,467.067665,,
14-01-2018 01:30,14086.64,14213.32,14062,14143,266.46845,,
14-01-2018 02:30,14142.99,14255,14022,14170.2,298.366456,,
14-01-2018 03:30,14162,14348.19,14150,14329.99,258.16762,,
14-01-2018 04:30,14329.81,14346,14142.01,14210,247.225602,,
14-01-2018 05:30,14210,14274.99,14109.77,14239.79,260.314665,,
14-01-2018 06:30,14239.79,14339.5,14178.26,14300.2,283.897422,,
14-01-2018 07:30,14300.2,14330,14130.01,14189.95,303.194315,,
14-01-2018 08:30,14188.99,14189.95,14088.55,14162,236.216774,,
14-01-2018 09:30,14165,14200,13537,13644.42,1102.573529,,
14-01-2018 10:30,13629.98,13791.51,13359.07,13763.89,865.122519,,
14-01-2018 11:30,13762.88,13887.49,13641,13783.32,380.858536,,
14-01-2018 12:30,13819,13863.86,13515.71,13590,334.163364,,
14-01-2018 13:30,13590,13720,13550,13623,371.95989,,
14-01-2018 14:30,13623,13623,13250,13411.06,1076.527175,,
14-01-2018 15:30,13411.36,13588,13368,13410.38,534.90081,,
14-01-2018 16:30,13410.38,13459.98,13120,13280.15,980.695274,,
14-01-2018 17:30,13280.16,13307.11,12580,12881.32,2475.252001,,
14-01-2018 18:30,12881.56,13426.45,12850,13398.01,1201.826126,,
14-01-2018 19:30,13399.08,13410,13219.63,13301.99,846.504597,,
14-01-2018 20:30,13301.99,13310,12569.2,12869.89,1729.98244,,
14-01-2018 21:30,12869.82,13152.43,12690.01,13065.02,903.970238,,
14-01-2018 22:30,13065.02,13300,12901,13270.75,518.150269,,
14-01-2018 23:30,13280.22,13450,13150,13265,476.891462,,
15-01-2018 00:30,13265,13395.31,13081,13109,422.408247,,
15-01-2018 01:30,13130.52,13395,13100,13357.98,503.519166,,
15-01-2018 02:30,13340.03,13395,13250,13265,333.336536,,
15-01-2018 03:30,13250.24,13474.51,13240.81,13452,305.989827,,
15-01-2018 04:30,13474.51,13600.8,13407,13474.99,569.639147,,
15-01-2018 05:30,13477.98,13733.52,13460.3,13689.94,469.651827,,
15-01-2018 06:30,13689.94,13712.75,13423.85,13460.94,620.132541,,
15-01-2018 07:30,13460.81,13519.89,13236.21,13307.48,612.851205,,
15-01-2018 08:30,13315.01,13448.72,13215.56,13368.43,422.526559,,
15-01-2018 09:30,13367,13580,13338.21,13550,377.626745,,
15-01-2018 10:30,13550,13570.06,13384.58,13520.01,347.192754,,
15-01-2018 11:30,13520.03,13736.4,13514.57,13730.01,438.348246,,
15-01-2018 12:30,13730,13736.31,13251,13355,789.232487,,
15-01-2018 13:30,13346.34,13480.61,13290.33,13381.1,682.864207,,
15-01-2018 14:30,13381.1,13619,13354,13532.01,637.827092,,
15-01-2018 15:30,13532,13720.05,13530.12,13650,576.921692,,
15-01-2018 16:30,13660.01,13740.27,13147.79,13644.9,1189.745576,,
15-01-2018 17:30,13645,14200.27,13520.17,14195,1089.092586,,
15-01-2018 18:30,14190.03,14200,13914.84,14085.48,1074.91477,,
15-01-2018 19:30,14067.03,14249.99,14038.02,14038.08,755.702926,,
15-01-2018 20:30,14059.99,14100,13900,13990.01,779.167043,,
15-01-2018 21:30,13990.01,14071.59,13825,14069.97,567.718369,,
15-01-2018 22:30,14041.42,14100,13770,13825.05,448.425035,,
15-01-2018 23:30,13801.05,13899,13755,13827.95,420.97896,,
16-01-2018 00:30,13811.01,13891.01,13655.21,13760,431.677583,,
16-01-2018 01:30,13774.97,13836.81,13556.99,13635.73,497.881665,,
16-01-2018 02:30,13635.73,13841.75,13590.24,13801.2,390.996571,,
16-01-2018 03:30,13801.34,13815,13677.33,13736.7,320.241921,,
16-01-2018 04:30,13736.7,13787.82,13340.64,13539.93,710.376345,,
16-01-2018 05:30,13500,13542.93,12900.08,13139.86,2001.071815,,
16-01-2018 06:30,13143.97,13201.52,12501,12973.76,2351.343577,,
16-01-2018 07:30,12973.76,13211.1,12644.7,13173.02,1742.142843,,
16-01-2018 08:30,13170,13174.58,12751.98,12828.99,1023.458392,,
16-01-2018 09:30,12829.98,12975,12802.05,12880.02,737.712562,,
16-01-2018 10:30,12880.02,13169,12820,13055,637.643875,,
16-01-2018 11:30,13055,13111,12835.5,13032.24,608.831289,,
16-01-2018 12:30,13030.03,13114.16,12222,12347.32,1402.338282,,
16-01-2018 13:30,12340,12488,11041,11838.66,6387.366288,,
16-01-2018 14:30,11807.46,11884.81,10620.88,10900.01,4754.971815,,
16-01-2018 15:30,10900.02,12008.38,10900.02,11669.98,4006.568153,,
16-01-2018 16:30,11666.01,12250,11571.2,12127.16,2231.354843,,
16-01-2018 17:30,12140,12200,11394.29,11760,2390.98978,,
16-01-2018 18:30,11760.01,11934.63,11000,11288.82,2356.380176,,
16-01-2018 19:30,11286.97,11800,11200,11630.01,1962.836157,,
16-01-2018 20:30,11630.02,12050,11457,11964.02,1389.655034,,
16-01-2018 21:30,11963.9,11988.47,11455,11611.01,1238.735218,,
16-01-2018 22:30,11611.02,11704.96,10878,10910.88,2129.720952,,
16-01-2018 23:30,10898.21,11300,10575.35,10993.18,3231.354408,,
17-01-2018 00:30,10993.13,11523.3,10950,11064.52,1688.661981,,
17-01-2018 01:30,11082.12,11281.13,10548,10650.18,1723.093272,,
17-01-2018 02:30,10680.27,10944.57,9880,10049,5098.616075,,
17-01-2018 03:30,10040,11439,9035,10674.38,7677.152868,,
17-01-2018 04:30,10690,11430,10150,10900,4629.16952,,
17-01-2018 05:30,10899.99,11488.88,10593,10700.07,4251.582443,,
17-01-2018 06:30,10700,11126.43,10635,10670.68,2335.781972,,
17-01-2018 07:30,10670.63,10958.31,10280,10500,2301.603912,,
17-01-2018 08:30,10490,10562.26,9777,10415.99,3982.866639,,
17-01-2018 09:30,10415.99,10915.92,9950.55,10569.89,2777.33745,,
17-01-2018 10:30,10538.1,10620.9,10111,10539.99,1947.528258,,
17-01-2018 11:30,10534.04,11111,10517,10777,2204.038314,,
17-01-2018 12:30,10785.56,10950.02,10660,10765.01,1321.250627,,
